1000,4
1005,2
1010,2
1015,2
1020,2
1025,2
1030,2
1035,2
1040,2
1045,2
1050,2
1055,2
1060,2
1065,2
1070,2
1075,2
1080,2
1085,2
1090,2
1095,2
1100,2
1105,2
1110,2
1115,2
1120,2
1125,2
1130,2
1135,2
1140,2
1145,2
1150,2
1155,2
1160,2
1165,2
1170,2
1175,2
1180,2
1185,2
1190,2
1195,2
1200,2
1205,2
1210,2
1215,2
1220,2
1225,2
1230,5
1235,5
2000,7
2005,7
2010,3
2015,2
2020,2
2025,2
2030,10
2035,10
2040,10
2045,10
2050,10
2055,10
2060,10
2065,10
2070,10
2075,10
2080,10
2085,10
2090,10
2095,10
2100,10
2105,10
2110,10
2115,10
2120,10
2125,10
2130,10
2135,10
2140,10
2145,10
2150,10
2155,10
2160,10
2165,10
2170,10
2175,10
2180,10
2185,10
2190,10
2195,10
2200,10
2205,10
2210,11
2215,2
2220,2
2225,4
2230,4
2235,4
3000,4
3005,4
3010,4
3015,4
3020,4
3025,4
3030,4
3035,4
3040,4
3045,4
3050,4
3055,4
3060,4
3065,4
3070,4
3075,4
3080,4
3085,4
3090,4
3095,4
3100,4
3105,4
3110,4
3115,4
3120,4
3125,4
3130,4
3135,4
3140,4
3145,4
3150,4
3155,4
3160,4
3165,4
3170,4
3175,4
3180,4
3185,4
3190,4
3195,13
3200,2
3205,2
3210,2
3215,2
3220,2
3225,2
3230,2
3235,2
4000,2
4005,2
4010,3
4015,3
4020,3
4025,3
4030,3
4035,3
4040,3
4045,3
4050,3
4055,3
4060,3
4065,3
4070,3
4075,3
4080,3
4085,3
4090,3
4095,3
4100,3
4105,3
4110,3
4115,3
4120,3
4125,3
4130,3
4135,3
4140,3
4145,3
4150,3
4155,3
4160,3
4165,3
4170,3
4175,3
4180,3
4185,3
4190,3
4195,3
4200,3
4205,3
4210,15
4215,2
4220,2
4225,2
4230,2
4235,2
5000,2
5005,2
5010,2
5015,2
5020,2
5025,2
5030,2
5035,2
5040,2
5045,2
5050,2
5055,2
5060,2
5065,2
5070,2
5075,2
5080,2
5085,7
5090,7
5095,7
5100,7
5105,7
5110,7
5115,7
5120,7
5125,7
5130,7
5135,7
5140,7
5145,7
5150,7
5155,7
5160,7
5165,7
5170,7
5175,7
5180,7
5185,7
5190,2
5195,2
5200,2
5205,2
5210,2
5215,2
5220,2
5225,2
5230,2
5235,2
6000,2
6005,2
6010,2
6015,2
6020,2
6025,2
6030,2
6035,2
6040,2
6045,2
6050,2
6055,2
6060,2
6065,2
6070,2
6075,2
6080,2
6085,2
6090,2
6095,2
6100,2
6105,2
6110,2
6115,2
6120,2
6125,2
6130,2
6135,2
6140,2
6145,2
6150,2
6155,2
6160,2
6165,2
6170,2
6175,2
6180,2
6185,2
6190,2
6195,2
6200,2
6205,2
6210,2
6215,2
6220,2
6225,2
6230,2
6235,2
7000,2
7005,2
7010,2
7015,2
7020,2
7025,4
7030,4
7035,4
7040,4
7045,4
7050,4
7055,4
7060,4
7065,4
7070,4
7075,4
7080,4
7085,4
7090,4
7095,4
7100,4
7105,4
7110,20
7115,22
7120,22
7125,7
7130,2
7135,2
7140,2
7145,2
7150,2
7155,2
7160,2
7165,2
7170,2
7175,2
7180,2
7185,2
7190,2
7195,2
7200,2
7205,2
7210,2
7215,2
7220,2
7225,2
7230,2
7235,2
8000,2
8005,2
8010,2
8015,2
8020,2
8025,2
8030,2
8035,2
8040,2
8045,2
8050,2
8055,2
8060,2
8065,2
8070,2
8075,2
8080,2
8085,2
8090,2
8095,2
8100,2
8105,2
8110,2
8115,2
8120,2
8125,2
8130,2
8135,2
8140,2
8145,2
8150,2
8155,2
8160,2
8165,2
8170,2
8175,2
8180,23
8185,11
8190,11
8195,11
8200,23
8205,23
8210,23
8215,2
8220,2
8225,2
8230,2
8235,2
9000,2
9005,2
9010,2
9015,2
9020,2
9025,2
9030,2
9035,2
9040,2
9045,2
9050,2
9055,2
9060,2
9065,2
9070,2
9075,2
9080,2
9085,2
9090,2
9095,2
9100,2
9105,2
9110,2
9115,2
9120,2
9125,2
9130,2
9135,2
9140,2
9145,2
9150,2
9155,2
9160,2
9165,2
9170,2
9175,14
9180,14
9185,7
9190,7
9195,2
9200,2
9205,2
9210,2
9215,2
9220,14
9225,14
9230,14
9235,7
10000,2
10005,2
10010,2
10015,2
10020,2
10025,2
10030,2
10035,2
10040,2
10045,2
10050,2
10055,2
10060,2
10065,2
10070,2
10075,2
10080,2
10085,2
10090,2
10095,13
10100,13
10105,13
10110,13
10115,13
10120,13
10125,13
10130,13
10135,13
10140,13
10145,13
10150,13
10155,13
10160,13
10165,13
10170,13
10175,13
10180,13
10185,13
10190,13
10195,13
10200,13
10205,13
10210,13
10215,23
10220,23
10225,23
10230,23
10235,23
11000,23
11005,23
11010,23
11015,23
11020,23
11025,23
11030,23
11035,23
11040,23
11045,23
11050,23
11055,23
11060,23
11065,23
11070,23
11075,23
11080,23
11085,23
11090,23
11095,23
11100,23
11105,23
11110,23
11115,23
11120,23
11125,23
11130,7
11135,7
11140,7
11145,2
11150,2
11155,2
11160,2
11165,2
11170,2
11175,2
11180,2
11185,2
11190,2
11195,2
11200,2
11205,2
11210,13
11215,13
11220,13
11225,13
11230,3
11235,3
12000,3
12005,3
12010,3
12015,3
12020,3
12025,3
12030,3
12035,3
12040,3
12045,3
12050,3
12055,3
12060,3
12065,3
12070,3
12075,3
12080,3
12085,3
12090,3
12095,3
12100,3
12105,3
12110,3
12115,3
12120,3
12125,3
12130,2
12135,2
12140,2
12145,2
12150,2
12155,2
12160,2
12165,7
12170,2
12175,2
12180,2
12185,2
12190,2
12195,2
12200,2
12205,2
12210,2
12215,2
12220,2
12225,2
12230,2
12235,2
13000,2
13005,2
13010,2
13015,0
13020,0
13025,0
13030,0
13035,0
13040,0
13045,0
13050,0
13055,0
13060,0
13065,0
13070,0
13075,0
13080,0
13085,0
13090,0
13095,0
13100,0
13105,0
13110,0
13115,0
13120,0
13125,0
13130,0
13135,0
13140,0
13145,0
13150,0
13155,0
13160,0
13165,0
13170,0
13175,0
13180,0
13185,0
13190,0
13195,0
13200,0
13205,0
13210,0
13215,0
13220,1
13225,2
13230,2
13235,2
14000,2
14005,2
14010,2
14015,2
14020,2
14025,2
14030,2
14035,2
14040,2
14045,2
14050,2
14055,2
14060,2
14065,2
14070,2
14075,2
14080,2
14085,2
14090,2
14095,2
14100,2
14105,2
14110,2
14115,2
14120,2
14125,2
14130,2
14135,2
14140,2
14145,2
14150,2
14155,2
14160,2
14165,2
14170,2
14175,2
14180,2
14185,2
14190,2
14195,2
14200,2
14205,2
14210,2
14215,13
14220,13
14225,13
14230,13
14235,13
15000,13
15005,13
15010,13
15015,13
15020,13
15025,13
15030,13
15035,13
15040,13
15045,13
15050,13
15055,13
15060,13
15065,13
15070,13
15075,13
15080,13
15085,13
15090,13
15095,13
15100,13
15105,13
15110,13
15115,13
15120,13
15125,13
15130,13
15135,13
15140,13
15145,13
15150,13
15155,13
15160,13
15165,13
15170,13
15175,13
15180,13
15185,13
15190,13
15195,2
15200,2
15205,7
15210,2
15215,2
15220,2
15225,2
15230,2
15235,2
16000,2
16005,2
16010,2
16015,2
16020,2
16025,2
16030,2
16035,2
16040,2
16045,2
16050,2
16055,2
16060,2
16065,2
16070,2
16075,2
16080,2
16085,2
16090,2
16095,2
16100,2
16105,2
16110,2
16115,2
16120,2
16125,2
16130,2
16135,2
16140,2
16145,2
16150,2
16155,2
16160,2
16165,2
16170,2
16175,13
16180,13
16185,2
16190,27
16195,2
16200,2
16205,2
16210,2
16215,2
16220,2
16225,2
16230,2
16235,2
17000,2
17005,2
17010,2
17015,2
17020,2
17025,2
17030,2
17035,2
17040,2
17045,2
17050,2
17055,2
17060,2
17065,2
17070,2
17075,2
17080,2
17085,2
17090,2
17095,2
17100,2
17105,2
17110,2
17115,2
17120,2
17125,2
17130,2
17135,2
17140,2
17145,2
17150,2
17155,2
17160,2
17165,2
17170,2
17175,2
17180,2
17185,2
17190,2
17195,2
17200,2
17205,2
17210,2
17215,2
17220,2
17225,2
17230,2
17235,2
18000,22
18005,22
18010,22
18015,22
18020,22
18025,22
18030,22
18035,22
18040,22
18045,22
18050,22
18055,22
18060,22
18065,22
18070,22
18075,22
18080,22
18085,22
18090,22
18095,22
18100,22
18105,22
18110,22
18115,22
18120,22
18125,22
18130,22
18135,22
18140,2
18145,2
18150,2
18155,2
18160,2
18165,2
18170,2
18175,2
18180,2
18185,2
18190,2
18195,2
18200,2
18205,22
18210,22
18215,22
18220,22
18225,22
18230,22
18235,22
19000,22
19005,22
19010,22
19015,22
19020,22
19025,22
19030,22
19035,22
19040,22
19045,22
19050,22
19055,22
19060,22
19065,22
19070,22
19075,22
19080,22
19085,22
19090,22
19095,22
19100,22
19105,22
19110,22
19115,13
19120,13
19125,13
19130,13
19135,13
19140,13
19145,13
19150,13
19155,13
19160,13
19165,22
19170,22
19175,2
19180,2
19185,2
19190,2
19195,2
19200,2
19205,2
19210,2
19215,2
19220,2
19225,2
19230,2
19235,2
20000,2
20005,2
20010,2
20015,2
20020,2
20025,2
20030,2
20035,2
20040,2
20045,2
20050,2
20055,2
20060,2
20065,2
20070,2
20075,2
20080,2
20085,2
20090,2
20095,2
20100,2
20105,2
20110,2
20115,2
20120,2
20125,2
20130,2
20135,2
